City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,aykhal,66.0,111.5,-26.79,96,100,4.38,RU,1736808587
288,nemuro,43.3236,145.575,-2.33,80,35,1.26,JP,1736808364
289,doctor juan leon mallorquin,-25.4,-55.2667,26.33,57,72,1.89,PY,1736808590
290,xinzhou,38.4092,112.7333,-5.64,48,7,5.99,CN,1736808591
291,palikir - national government center,6.9248,158.1611,29.41,70,75,7.2,FM,1736808592
292,pali,25.7667,73.3333,11.35,69,0,3.16,IN,1736808593
293,colares,38.7992,-9.4469,11.55,60,100,5.19,PT,1736808594
294,york,40.1254,-77.0,3.77,45,0,3.6,US,1736808595
295,cidreira,-30.1811,-50.2056,22.39,68,0,6.36,BR,1736808596
296,polyarnyy,69.1989,33.4478,-2.0,95,100,4.7,RU,1736808597
297,remire-montjoly,4.9167,-52.2667,27.02,78,40,1.54,GF,1736808598
298,klyuchi,52.2667,79.1667,-11.37,86,24,4.9,RU,1736808599
299,berezovyy,51.6667,135.7,-22.02,98,100,0.67,RU,1736808437
300,alghero,40.5589,8.3181,7.05,70,20,6.17,IT,1736808602
301,lincheng,19.9078,109.6858,18.41,96,100,5.14,CN,1736808603
302,ashburton,-37.8626,145.0794,21.07,76,51,0.45,AU,1736808604
303,kashgar,39.4547,75.9797,-7.44,67,0,3.0,CN,1736808605
304,villa sandino,12.0483,-84.9936,24.14,80,100,4.16,NI,1736808606
305,mar del plata,-38.0023,-57.5575,26.01,79,0,10.28,AR,1736808454
306,edson,53.5835,-116.4356,4.08,48,100,4.12,CA,1736808333
307,atar,20.5169,-13.0499,18.58,17,0,3.3,MR,1736808609
308,kota belud,6.351,116.4305,24.33,86,98,1.57,MY,1736808611
309,lata,40.1629,-8.3327,3.39,51,100,1.72,PT,1736808612
310,greymouth,-42.4667,171.2,17.92,68,98,1.92,NZ,1736808613
311,san antonio de pale,-1.4014,5.6325,26.56,81,100,3.55,GQ,1736808336
312,caras,-9.0467,-77.8114,16.65,94,99,3.1,PE,1736808615
313,isafjordur,66.0755,-23.124,1.48,96,100,3.25,IS,1736808616
314,kyzyl-suu,42.3414,78.0056,-5.97,54,3,4.22,KG,1736808617
315,tralee,52.2704,-9.7026,10.95,98,100,2.16,IE,1736808618
316,kataba,8.4604,-0.7732,29.16,17,15,2.07,GH,1736808619
317,namtsy,62.7161,129.6658,-34.81,100,100,1.93,RU,1736808621
318,ciudad bolivar,8.1222,-63.5497,30.96,34,94,4.46,VE,1736808601
319,jinan,36.6683,116.9972,0.94,42,23,0.87,CN,1736808623
320,dudinka,69.4058,86.1778,-17.44,92,100,5.3,RU,1736808624
321,kota kinabalu,5.9749,116.0724,24.99,88,20,2.24,MY,1736808496
322,prince rupert,54.3161,-130.3201,7.83,92,100,17.49,CA,1736808626
323,tandil,-37.3217,-59.1332,30.32,20,49,3.56,AR,1736808353
324,ruidoso,33.3317,-105.673,-0.92,74,75,3.6,US,1736808630
325,boyolangu,-8.1181,111.8935,24.66,91,100,0.2,ID,1736808631
326,utrik,11.2278,169.8474,26.39,72,18,10.57,MH,1736808632
327,saint-philippe,-21.3585,55.7679,26.04,79,44,3.94,RE,1736808633
328,angra dos reis,-23.0067,-44.3181,22.26,80,93,0.93,BR,1736808464
329,toamasina,-18.1667,49.3833,26.0,94,75,1.03,MG,1736808635
330,floro,61.5996,5.0328,8.98,93,100,10.8,NO,1736808636
331,oranjemund,-28.55,16.4333,17.56,93,29,3.37,NA,1736808637
332,vernon,50.2581,-119.2691,1.74,78,64,1.03,CA,1736808638
333,bafq,31.6128,55.4107,7.18,55,2,0.55,IR,1736808640
334,guerrero negro,27.9769,-114.0611,18.78,24,30,4.19,MX,1736808373
335,zouerate,22.7187,-12.4521,17.12,22,0,2.38,MR,1736808643
336,trujillo,-8.116,-79.03,20.98,78,40,5.14,PE,1736808469
337,brokopondo,4.75,-55.1667,26.13,75,100,4.33,SR,1736808645
338,khanty-mansiysk,61.0042,69.0019,-5.94,79,75,5.0,RU,1736808646
339,afaahiti,-17.75,-149.2833,26.79,78,63,11.97,PF,1736808647
340,punta arenas,-53.15,-70.9167,14.06,54,0,11.32,CL,1736808452
341,mao,39.8885,4.2658,9.31,71,75,8.75,ES,1736808649
342,emet,39.343,29.2585,7.2,95,100,0.45,TR,1736808651
343,mugia,43.1041,-9.2179,5.51,57,78,5.22,ES,1736808652
344,levuka,50.1834,-105.4011,-13.15,78,75,4.63,CA,1736808653
345,ambon,-3.6954,128.1814,30.13,100,100,2.33,ID,1736808654
346,tofol,5.3248,163.0078,28.36,77,62,8.86,FM,1736808655
347,mount gambier,-37.8333,140.7667,23.83,45,6,2.93,AU,1736808656
348,keflavik,64.0049,-22.5624,5.24,100,75,6.69,IS,1736808657
349,nago,26.5881,127.9761,14.2,63,26,2.1,JP,1736808658
350,bada,51.392,109.8717,-18.9,94,98,3.45,RU,1736808659
351,holualoa,19.6228,-155.9522,25.86,66,20,5.14,US,1736808660
352,sao geraldo do araguaia,-6.4006,-48.555,23.53,97,95,0.94,BR,1736808662
353,lambarene,-0.7001,10.2406,24.25,94,100,1.15,GA,1736808663
354,belyy yar,53.6039,91.3903,-16.06,100,93,0.0,RU,1736808664
355,mancio lima,-7.6142,-72.8958,29.04,74,40,2.57,BR,1736808665
356,novyy rogachik,48.6768,44.0608,-2.5,76,100,2.97,RU,1736808666
357,isangel,-19.55,169.2667,29.06,74,20,1.03,VU,1736808667
358,college,64.8569,-147.8028,1.97,68,75,1.54,US,1736808668
359,happy valley-goose bay,53.3168,-60.3315,-4.83,74,75,3.09,CA,1736808669
360,la gi,10.6667,107.7833,22.51,78,98,1.65,VN,1736808670
361,choibalsan,48.0667,114.5,-15.91,50,84,5.94,MN,1736808672
362,flin flon,54.7682,-101.865,-24.09,77,40,2.06,CA,1736808673
363,illizi,26.4833,8.4667,9.13,40,1,2.86,DZ,1736808674
364,san antonio del tachira,7.8145,-72.4431,29.1,54,20,5.14,VE,1736808676
365,gebeit,21.0667,36.3167,15.49,56,3,2.22,SD,1736808677
366,quezon,7.7303,125.0989,21.82,89,92,2.08,PH,1736808678
367,riohacha,11.5444,-72.9072,30.06,70,20,8.05,CO,1736808680
368,fort bragg,35.139,-79.006,9.85,48,0,2.57,US,1736808681
369,alagapuram,11.8871,78.9176,21.59,94,62,2.22,IN,1736808682
370,san martin de la vega,40.2074,-3.5706,5.66,43,0,1.54,ES,1736808683
371,patnanungan,14.7833,122.1833,25.07,88,85,8.88,PH,1736808684
372,bonita,32.6578,-117.03,21.71,16,0,5.66,US,1736808685
373,bonner springs,39.0597,-94.8836,-3.19,92,6,2.27,US,1736808686
374,incheon,37.45,126.4161,0.93,93,75,2.06,KR,1736808687
375,nantucket,41.2835,-70.0995,4.06,75,100,8.36,US,1736808520
376,port macquarie,-31.4333,152.9167,26.15,77,95,2.24,AU,1736808689
377,awjilah,29.1081,21.2869,15.65,35,52,3.29,LY,1736808692
378,siwa oasis,29.2041,25.5195,15.2,43,99,3.72,EG,1736808693
379,taulaga,-11.0553,-171.0883,27.93,81,100,7.76,AS,1736808694
380,sawakin,19.1059,37.3321,24.4,66,80,4.93,SD,1736808543
381,baringo,0.4667,35.9667,22.83,48,32,2.89,KE,1736808696
382,labytnangi,66.6572,66.4183,-14.29,89,9,4.58,RU,1736808697
383,san fernando,15.0286,120.6898,24.85,84,100,2.73,PH,1736808698
384,kralendijk,12.15,-68.2667,27.99,69,20,4.12,BQ,1736808699
385,necochea,-38.5473,-58.7368,28.11,38,100,7.36,AR,1736808701
386,alofi,-19.0595,-169.9187,27.94,61,100,5.14,NU,1736808702
387,sofifi,0.7349,127.576,26.36,85,100,2.92,ID,1736808703
388,ajaccio,42.0,8.9167,1.5,70,0,3.09,FR,1736808704
389,darasun,51.6667,114.0,-29.81,98,29,1.43,RU,1736808705
390,el calafate,-50.3408,-72.2768,12.89,53,95,5.12,AR,1736808494
391,clarksdale,34.2001,-90.5709,4.99,62,5,3.09,US,1736808707
392,sinop,41.7711,34.8709,1.39,99,100,1.35,TR,1736808708
393,bubaque,11.2833,-15.8333,25.23,69,68,5.89,GW,1736808709
394,mallawi,27.7314,30.8417,15.49,42,96,3.0,EG,1736808711
395,ponta delgada,37.7333,-25.6667,18.44,88,75,6.17,PT,1736808712
396,kiama,-34.6833,150.8667,24.58,91,94,2.08,AU,1736808713
397,airuk,7.2772,168.8203,27.66,79,49,10.59,MH,1736808714
398,martapura,-3.4167,114.85,25.05,94,20,1.54,ID,1736808715
399,port moresby,-9.4431,147.1797,27.68,78,20,2.57,PG,1736808456
400,kroya,-7.6331,109.2461,24.81,91,98,1.8,ID,1736808717
401,nadym,65.5333,72.5167,-12.66,83,15,8.44,RU,1736808718
402,pokrovsk,48.282,37.1758,-3.1,83,11,2.69,UA,1736808719
403,kerikeri,-35.2268,173.9474,24.08,39,0,0.62,NZ,1736808722
404,chateaubelair,13.2833,-61.25,26.29,74,40,4.12,VC,1736808723
405,nizhneudinsk,54.9076,99.0276,-11.31,73,100,1.96,RU,1736808724
406,valparaiso,-33.0393,-71.6273,23.13,50,0,4.12,CL,1736808725
407,new carlisle,39.9362,-84.0255,-6.65,66,0,7.72,US,1736808618
408,bereznik,62.8551,42.7072,-8.42,92,96,3.66,RU,1736808727
409,mangrol,21.1167,70.1167,16.47,54,0,6.15,IN,1736808728
410,itaituba,-4.2761,-55.9836,24.2,96,100,0.65,BR,1736808673
411,cromwell,41.5951,-72.6454,3.6,65,50,2.68,US,1736808731
412,amlame,7.4667,0.9,24.09,31,18,0.72,TG,1736808732
413,santanyi,39.3546,3.1291,9.56,62,28,8.71,ES,1736808734
414,kemin,42.7846,75.6892,-1.72,50,0,3.51,KG,1736808735
415,mount isa,-20.7333,139.5,30.87,58,57,5.14,AU,1736808736
416,dubno,50.4169,25.7343,-1.04,93,34,2.64,UA,1736808737
417,osorno,-40.5667,-73.15,20.17,40,0,7.2,CL,1736808446
418,elko,41.0002,-115.5012,-0.47,55,14,4.02,US,1736808739
419,hammerfest,70.6634,23.6821,1.25,86,75,8.23,NO,1736808740
420,leeton,-34.5667,146.4,28.94,40,2,5.11,AU,1736808742
421,port blair,11.6667,92.75,25.36,77,22,3.83,IN,1736808743
422,dakoro,14.5106,6.765,18.23,14,79,4.64,NE,1736808745
423,kuanda,56.3161,116.0806,-29.73,97,96,0.49,RU,1736808746
424,el granada,37.5027,-122.4694,16.58,36,0,4.63,US,1736808747
425,griffith,41.5284,-87.4237,-9.03,65,0,4.63,US,1736808748
426,prado,-17.3411,-39.2208,24.98,85,53,3.9,BR,1736808708
427,shimoda,34.6667,138.95,8.28,64,1,10.33,JP,1736808750
428,lake carmel,41.4615,-73.671,3.51,65,58,0.89,US,1736808751
429,guymon,36.6828,-101.4816,8.0,42,100,8.23,US,1736808752
430,northam,51.0333,-4.2167,6.0,86,100,0.89,GB,1736808754
431,uttar char fasson,22.2332,90.7132,18.56,60,0,4.16,BD,1736808755
432,jalapa,19.5333,-96.9167,14.68,95,86,0.73,MX,1736808756
433,saudarkrokur,65.7461,-19.6394,3.37,87,94,5.63,IS,1736808758
434,polatsk,55.4859,28.7756,-3.97,90,20,4.64,BY,1736808759
435,ketchikan,55.3422,-131.6461,7.97,95,100,10.29,US,1736808760
436,ola,59.5833,151.2833,-26.0,84,6,3.16,RU,1736808761
437,jayapura,-2.5333,140.7,28.66,87,93,1.83,ID,1736808762
438,malya,-2.9833,33.5167,19.12,81,88,1.5,TZ,1736808763
439,minas de marcona,-15.2119,-75.1103,18.65,74,41,6.23,PE,1736808765
440,atbasar,51.8,68.3333,-17.11,95,62,1.71,KZ,1736808767
441,port douglas,-16.4833,145.4667,30.18,66,88,1.87,AU,1736808768
442,beaufort west,-32.3567,22.583,22.11,44,4,2.65,ZA,1736808745
443,harstad,68.799,16.5293,2.86,97,100,10.1,NO,1736808771
444,cabedelo,-6.9811,-34.8339,28.37,81,82,2.56,BR,1736808675
445,cold lake,54.4502,-110.2017,-9.03,92,75,2.06,CA,1736808773
446,castillos,-34.1667,-53.8333,20.24,75,8,4.87,UY,1736808775
447,vasto,42.1243,14.7059,4.27,83,100,6.7,IT,1736808776
448,jincheng,35.5022,112.8328,0.63,41,82,4.35,CN,1736808777
449,xiva,41.3783,60.3639,1.63,34,100,1.48,UZ,1736808778
450,collipulli,-37.95,-72.4333,20.46,34,18,3.64,CL,1736808779
451,tyukalinsk,55.8732,72.1967,-11.92,81,85,4.86,RU,1736808780
452,luena,-11.7833,19.9167,17.72,94,98,1.92,AO,1736808781
453,amga,60.8953,131.9608,-30.92,97,100,1.55,RU,1736808782
454,tura,25.5198,90.2201,14.12,61,0,1.43,IN,1736808783
455,smithers,54.7804,-127.1743,-1.82,86,100,0.0,CA,1736808784
456,weno,7.4515,151.8468,28.97,84,40,4.63,FM,1736808786
457,kharp,66.8014,65.8081,-13.71,96,39,3.2,RU,1736808787
458,qom,34.6401,50.8764,7.51,49,7,2.26,IR,1736808788
459,basco,20.4487,121.9702,22.47,74,100,11.5,PH,1736808789
460,bardai,11.65,7.2333,18.52,24,65,3.65,NG,1736808790
461,kununurra,-15.7667,128.7333,27.99,83,100,1.03,AU,1736808791
462,yatou,37.15,122.3833,-3.06,87,8,2.21,CN,1736808792
463,ciudad lazaro cardenas,17.9583,-102.2,26.69,63,29,3.24,MX,1736808793
464,damghan,36.1683,54.348,4.97,58,49,1.92,IR,1736808795
465,onguday,50.75,86.15,-22.93,97,33,1.87,RU,1736808796
466,bull savanna,17.8868,-77.5902,24.03,76,68,3.82,JM,1736808797
467,san martin,-33.081,-68.4681,33.89,20,46,2.56,AR,1736808568
468,kismayo,-0.3582,42.5454,24.94,81,25,9.86,SO,1736808627
469,al muwayh,22.4333,41.7583,15.06,55,1,6.39,SA,1736808537
470,sattahip,12.6664,100.9007,19.05,59,100,2.06,TH,1736808801
471,aghsu,40.5703,48.4009,7.24,54,6,1.13,AZ,1736808802
472,vignola,44.483,11.0048,1.84,86,49,2.09,IT,1736808803
473,xiaoweizhai,26.1903,107.5125,4.57,50,0,0.76,CN,1736808805
474,seven pagodas,12.6264,80.1722,24.66,84,58,4.48,IN,1736808806
475,ingeniero jacobacci,-41.3427,-69.5448,24.75,8,93,11.88,AR,1736808807
476,pocone,-16.2567,-56.6228,24.66,85,100,1.4,BR,1736808794
477,sompeta,18.9333,84.6,19.13,71,0,1.84,IN,1736808809
478,digne-les-bains,44.0833,6.25,-0.02,39,0,2.17,FR,1736808810
479,mulchen,-37.7167,-72.2333,26.33,21,35,4.36,CL,1736808811
480,kendari,-3.945,122.4989,24.87,93,100,0.99,ID,1736808812
481,fisterra,42.9049,-9.2629,10.86,57,77,4.74,ES,1736808814
482,jabat,7.75,168.9751,27.27,78,60,11.3,MH,1736808815
483,olinda,-8.0089,-34.8553,26.85,83,75,1.54,BR,1736808816
484,kermit,31.8576,-103.0927,9.91,37,0,4.12,US,1736808817
485,middelburg,-25.7751,29.4648,15.1,92,91,1.93,ZA,1736808818
486,al quwayrah,29.8004,35.3116,8.63,40,1,3.33,JO,1736808819
487,waat,51.1454,6.4958,-2.16,92,32,3.09,DE,1736808820
488,igrim,63.1906,64.4162,-10.63,85,25,3.95,RU,1736808821
489,cape coast,5.1053,-1.2466,26.49,88,13,3.12,GH,1736808617
490,aydincik,36.1437,33.3202,15.13,82,100,2.82,TR,1736808823
491,kruisfontein,-34.0033,24.7314,18.43,78,2,2.7,ZA,1736808825
492,padang,-0.9492,100.3543,25.03,89,100,1.46,ID,1736808826
493,tolbazy,54.0241,55.8825,-7.36,89,100,4.36,RU,1736808827
494,acarau,-2.8856,-40.12,25.7,84,99,3.7,BR,1736808616
495,chita,52.0333,113.55,-21.06,59,48,3.0,RU,1736808829
496,horsham,51.064,-0.3272,3.86,82,0,1.54,GB,1736808652
497,benghazi,32.1167,20.0667,16.32,76,19,2.25,LY,1736808831
498,nzega,-2.479,29.5564,14.09,91,81,1.82,RW,1736808832
499,dickinson,29.4608,-95.0513,15.58,56,0,4.63,US,1736808833
500,phulera,26.8667,75.2333,10.38,73,0,2.03,IN,1736808835
501,walvis bay,-22.9575,14.5053,16.53,88,1,3.6,NA,1736808836
502,baruun-urt,46.6806,113.2792,-19.17,71,6,5.31,MN,1736808837
503,banff,51.1762,-115.5698,-1.79,59,53,4.12,CA,1736808838
504,ebon,4.582,168.6964,27.68,76,26,9.91,MH,1736808839
505,crane,31.3974,-102.3501,10.95,33,0,5.65,US,1736808840
506,le port,-20.9373,55.2919,23.27,89,51,2.97,RE,1736808841
507,meizhou,24.2977,116.1072,7.09,61,39,1.19,CN,1736808842
508,la ronge,55.1001,-105.2842,-18.86,78,75,4.63,CA,1736808843
509,ixtapa,20.7,-105.2,22.35,76,82,1.79,MX,1736808844
510,maceio,-9.6658,-35.7353,26.69,78,75,0.51,BR,1736808817
511,dassun,17.7204,121.6816,20.65,95,100,1.61,PH,1736808847
512,perryton,36.4,-100.8027,7.96,42,0,8.23,US,1736808702
513,pokhara,28.2333,83.9833,9.46,36,0,2.5,NP,1736808849
514,kenai,60.5544,-151.2583,2.86,83,0,3.6,US,1736808850
515,yarmouth,41.7057,-70.2286,3.87,76,100,5.14,US,1736808851
516,bridlington,54.0831,-0.1919,6.27,62,99,1.79,GB,1736808852
517,primorsk,46.7348,36.3443,-0.36,73,28,4.09,UA,1736808853
518,nsanje,-16.92,35.262,25.47,84,98,1.52,MW,1736808854
519,lichuan,30.3,108.85,2.25,98,100,0.92,CN,1736808855
520,cuenca,-2.8833,-78.9833,20.07,52,75,3.6,EC,1736808752
521,oliver,49.1831,-119.5524,0.95,75,82,0.51,CA,1736808858
522,rujewa,-8.7,34.3833,18.69,92,100,0.86,TZ,1736808859
523,hilo,19.7297,-155.09,23.94,97,100,4.63,US,1736808860
524,atraulia,26.3333,82.95,10.78,79,0,2.27,IN,1736808861
525,archangelos,36.2149,28.1149,15.17,85,100,3.44,GR,1736808862
526,flagstaff,35.1981,-111.6513,2.05,35,100,2.06,US,1736808800
527,paracuru,-3.41,-39.0306,25.13,89,93,3.03,BR,1736808864
528,norfolk,42.1668,-71.2495,3.06,70,93,2.06,US,1736808827
529,venev,54.3553,38.2684,-4.63,87,97,4.07,RU,1736808866
530,timbuktu,16.7735,-3.0074,21.88,13,63,4.06,ML,1736808868
531,vuktyl,63.8567,57.3094,-18.02,97,97,3.49,RU,1736808869
532,zalari,53.5584,102.5065,-17.87,89,93,1.74,RU,1736808870
533,sirte,31.2089,16.5887,14.56,73,2,1.6,LY,1736808871
534,pandan,14.0453,124.1694,25.32,90,98,7.96,PH,1736808872
535,las tablas,7.7667,-80.2833,26.21,99,100,6.74,PA,1736808873
536,igarka,67.4667,86.5833,-16.41,97,100,4.92,RU,1736808874
537,mizdah,31.4451,12.9801,7.5,68,3,2.46,LY,1736808875
538,aleg,17.0481,-13.9209,22.25,13,0,5.11,MR,1736808876
539,tommot,58.9564,126.2925,-42.89,100,97,0.18,RU,1736808877
540,juanjui,-7.1779,-76.7314,29.12,69,89,0.55,PE,1736808879
541,portland,45.5234,-122.6762,5.34,93,65,1.34,US,1736808880
542,sao tome,0.3365,6.7273,26.68,81,22,1.79,ST,1736808881
543,mar de espanha,-21.8672,-43.0097,20.32,94,88,0.87,BR,1736808882
544,ceeldheer,3.8488,47.1806,23.31,86,4,8.11,SO,1736808883
545,cova figueira,14.8905,-24.2934,16.5,66,2,4.41,CV,1736808884
546,sisimiut,66.9395,-53.6735,-24.67,85,15,3.45,GL,1736808885
547,sabang,5.8933,95.3214,26.76,84,91,9.65,ID,1736808886
548,bukama,-9.2,25.85,21.61,94,100,0.24,CD,1736808887
549,revda,56.801,59.9303,-5.88,81,100,3.01,RU,1736808888
550,nogliki,51.8333,143.1667,-27.22,100,99,1.53,RU,1736808891
551,batu gajah,4.4692,101.0411,23.05,94,20,1.03,MY,1736808892
552,san mariano,7.5,126.0,22.82,84,93,1.04,PH,1736808893
553,paka,4.6374,103.4368,23.96,88,98,1.03,MY,1736808894
554,goz beida,13.95,20.55,19.95,21,0,3.24,TD,1736808895
555,ghadamis,30.1337,9.5007,7.0,51,0,3.24,LY,1736808896
556,sena madureira,-9.0656,-68.6569,24.05,97,100,1.29,BR,1736808897
557,qalat,32.1058,66.9083,3.62,44,100,3.23,AF,1736808898
558,urrao,6.3152,-76.1342,16.71,92,80,1.62,CO,1736808899
559,mil'kovo,55.6078,37.7956,-3.27,70,91,3.6,RU,1736808901
560,rongelap,11.1635,166.8941,26.97,78,89,10.37,MH,1736808902
561,taro,-8.3862,115.28,20.88,95,100,0.3,ID,1736808903
562,kaa-khem,51.6833,94.7333,-23.58,96,79,1.47,RU,1736808904
563,grand forks,47.9417,-97.4337,-21.04,67,20,6.17,US,1736808721
564,sorong,-0.8833,131.25,27.29,83,100,5.18,ID,1736808906
565,duong dong,10.2167,103.9667,23.0,83,20,0.51,VN,1736808907
566,rockport,28.0206,-97.0544,18.02,52,0,5.14,US,1736808749
567,ak-suu,42.4995,78.527,-6.36,49,0,3.73,KG,1736808911
568,pisco,-13.7,-76.2167,26.03,61,0,8.23,PE,1736808913
569,kulhudhuffushi,6.6221,73.07,27.2,74,100,1.25,MV,1736808914
570,tonj,7.2737,28.6822,24.05,22,42,2.24,SS,1736808729
571,dalandzadgad,43.5708,104.425,-15.1,56,0,5.3,MN,1736808916
572,kizel,59.0471,57.6477,-5.43,96,100,0.89,RU,1736808917
573,niedergorsdorf,51.9833,13.0,-1.61,86,98,3.34,DE,1736808919
574,nizhniy odes,63.6445,54.856,-16.82,98,100,2.41,RU,1736808920
575,roma,43.2128,-75.4557,-0.35,69,100,6.69,US,1736808846
576,ivdel',60.6911,60.4206,-10.92,95,100,1.4,RU,1736808922
